generated_tokens,gamma,delta,perplexity,green_fraction,z_score,p_value,prediction
200,0.5,1.0,9.974498250361968,0.63,3.676955262170047,0.00011801720826465356,False
200,0.5,1.0,4.457423521365779,0.675,4.949747468305833,3.7154918619553e-07,True
200,0.5,1.0,7.619266521696731,0.76,7.353910524340094,9.625633623500107e-14,True
200,0.5,1.0,6.3320545755317585,0.645,4.1012193308819755,2.054893904968047e-05,True
200,0.5,1.0,5.270163861058064,0.685,5.232590180780451,8.357552894189268e-08,True
200,0.5,1.0,6.997694587088302,0.685,5.232590180780451,8.357552894189268e-08,True
200,0.5,1.0,6.505369503544847,0.7,5.65685424949238,7.708628957381336e-09,True
200,0.5,1.0,5.622234361770554,0.695,5.5154328932550705,1.739612431883586e-08,True
200,0.5,1.0,7.856238548410748,0.705,5.79827560572969,3.3500138219011433e-09,True
200,0.5,1.0,7.016292176024366,0.67,4.808326112068523,7.609966814481339e-07,True
200,0.5,1.0,5.150054165479541,0.66,4.525483399593904,3.012880575914423e-06,True
200,0.5,1.0,2.5410750202785484,0.705,5.79827560572969,3.3500138219011433e-09,True
200,0.5,1.0,7.59648088530348,0.72,6.222539674441618,2.4458546299399586e-10,True
200,0.5,1.0,5.687747132552458,0.675,4.949747468305833,3.7154918619553e-07,True
200,0.5,1.0,6.901294932951078,0.66,4.525483399593904,3.012880575914423e-06,True
200,0.5,1.0,7.785353114382661,0.685,5.232590180780451,8.357552894189268e-08,True
200,0.5,1.0,6.629258841448634,0.675,4.949747468305833,3.7154918619553e-07,True
200,0.5,1.0,2.151905053804811,0.54,1.131370849898476,0.1289495176461698,False
200,0.5,1.0,6.247564721484491,0.69,5.374011537017761,3.850196372834347e-08,True
200,0.5,1.0,6.384296239234426,0.67,4.808326112068523,7.609966814481339e-07,True
200,0.5,1.0,5.8708163038988825,0.65,4.242640687119285,1.1045248499375049e-05,True
200,0.5,1.0,6.884081671796634,0.665,4.666904755831213,1.528854898236176e-06,True
200,0.5,1.0,6.216922706053061,0.635,3.8183766184073566,6.716636997028402e-05,False
200,0.5,1.0,5.859048636829222,0.635,3.8183766184073566,6.716636997028402e-05,False
200,0.5,1.0,1.6800886914618178,0.66,4.525483399593904,3.012880575914423e-06,True
200,0.5,1.0,4.684880985955378,0.62,3.394112549695428,0.00034425694832251885,False
200,0.25,2.0,8.398464864626266,0.635,12.574047346286982,0.0,True
200,0.25,2.0,2.717551041222234,0.655,13.227244611029162,0.0,True
200,0.25,2.0,9.494924556268446,0.64,12.737346662472527,0.0,True
200,0.25,2.0,9.831024210977878,0.58,10.777754868245983,0.0,True
200,0.25,2.0,12.3974090659246,0.59,11.104353500617075,0.0,True
200,0.25,2.0,8.712247759173026,0.645,12.900645978658071,0.0,True
200,0.25,2.0,13.332739245305023,0.615,11.9208500815448,0.0,True
200,0.25,2.0,6.154823678515757,0.565,10.287856919689348,0.0,True
200,0.25,2.0,6.340836369607634,0.64,12.737346662472527,0.0,True
200,0.25,2.0,6.592834603886672,0.605,11.59425144917371,0.0,True
200,0.25,2.0,3.2395558087515997,0.625,12.24744871391589,0.0,True
200,0.25,2.0,8.142124229977044,0.58,10.777754868245983,0.0,True
200,0.25,2.0,3.6371756869566836,0.735,15.840033669997885,0.0,True
200,0.25,2.0,9.336805155284052,0.55,9.797958971132713,0.0,True
200,0.25,2.0,19.07778288759231,0.655,13.227244611029162,0.0,True
200,0.25,2.0,10.360472336579365,0.655,13.227244611029162,0.0,True
200,0.25,2.0,2.5048879128245902,0.63,12.410748030101436,0.0,True
200,0.25,2.0,6.0080124309804015,0.6,11.430952132988164,0.0,True
200,0.25,2.0,9.027011419785977,0.66,13.390543927214708,0.0,True
200,0.25,2.0,4.943566399584422,0.49,7.8383671769061705,2.220446049250313e-15,True
200,0.25,2.0,2.226617462804257,0.79,17.636326148038883,0.0,True
200,0.25,2.0,6.299516216862344,0.505,8.328265125462806,0.0,True
200,0.25,2.0,8.505504464231429,0.59,11.104353500617075,0.0,True
200,0.25,2.0,7.72152996405551,0.5,8.16496580927726,2.220446049250313e-16,True
200,0.25,2.0,8.008820899419328,0.62,12.084149397730345,0.0,True
200,0.25,2.0,9.38347476163608,0.62,12.084149397730345,0.0,True
200,0.25,2.0,10.717546275113671,0.635,12.574047346286982,0.0,True
200,0.25,2.0,4.440679708386343,0.48,7.511768544535079,2.90878432451791e-14,True
200,0.25,2.0,2.736721232487796,0.645,12.900645978658071,0.0,True
200,0.25,2.0,7.0304071180436205,0.58,10.777754868245983,0.0,True
200,0.25,2.0,6.4034313834396155,0.565,10.287856919689348,0.0,True
200,0.25,2.0,10.312985911805475,0.6,11.430952132988164,0.0,True
200,0.25,2.0,7.082429170673477,0.66,13.390543927214708,0.0,True
200,0.25,2.0,4.971551733102655,0.515,8.654863757833896,0.0,True
200,0.25,2.0,7.520202775724159,0.63,12.410748030101436,0.0,True
200,0.25,2.0,4.032092517070119,0.63,12.410748030101436,0.0,True
200,0.25,2.0,5.765556141352107,0.52,8.818163074019441,0.0,True
200,0.25,2.0,9.700302662343898,0.62,12.084149397730345,0.0,True
200,0.25,2.0,9.199054386133046,0.595,11.26765281680262,0.0,True
200,0.25,2.0,8.362532429591088,0.625,12.24744871391589,0.0,True
200,0.25,2.0,8.004143331158687,0.58,10.777754868245983,0.0,True
200,0.25,2.0,2.940713284005885,0.635,12.574047346286982,0.0,True
200,0.5,2.0,10.391634328945884,0.82,9.050966799187808,0.0,True
200,0.5,2.0,7.303367544389153,0.84,9.616652224137045,0.0,True
200,0.5,2.0,6.537110079523163,0.9,11.31370849898476,0.0,True
200,0.5,2.0,14.534490282087177,0.845,9.758073580374356,0.0,True
200,0.5,2.0,8.078839508350875,0.85,9.899494936611665,0.0,True
200,0.5,2.0,5.956483018598491,0.815,8.909545442950499,0.0,True
200,0.5,2.0,9.012886838383393,0.855,10.040916292848975,0.0,True
200,0.5,2.0,5.085886472047298,0.77,7.636753236814713,1.1102230246251565e-14,True
200,0.5,2.0,3.483452207624147,0.845,9.758073580374356,0.0,True
200,0.5,2.0,7.257053063041574,0.825,9.192388155425117,0.0,True
200,0.5,2.0,6.95816737507963,0.825,9.192388155425117,0.0,True
200,0.5,2.0,11.191771803554932,0.84,9.616652224137045,0.0,True
200,0.5,2.0,12.915784827808164,0.86,10.182337649086284,0.0,True
200,0.5,2.0,12.575630390471785,0.88,10.748023074035522,0.0,True
200,0.5,2.0,1.6155655405499736,0.675,4.949747468305833,3.7154918619553e-07,True
200,0.5,2.0,12.092952589756122,0.835,9.475230867899736,0.0,True
200,0.5,2.0,10.166560249338614,0.855,10.040916292848975,0.0,True
200,0.5,2.0,4.645322982710939,0.825,9.192388155425117,0.0,True
200,0.5,2.0,7.811132540333204,0.895,11.17228714274745,0.0,True
200,0.5,2.0,6.582443492149627,0.755,7.212489168102785,2.7466917629226373e-13,True
200,0.5,2.0,4.615517181787549,0.87,10.465180361560902,0.0,True
200,0.5,2.0,8.751860806226905,0.815,8.909545442950499,0.0,True
200,0.5,2.0,6.1624157112022635,0.785,8.061017305526642,4.440892098500626e-16,True
200,0.5,2.0,6.014941886132413,0.845,9.758073580374356,0.0,True
